LOG:0X55,0,0,42.489056,-76.263130,71.388496,12,1720,19,0.121094,0.097656,15,0
LOG:0X55,1,0,42.489056,-76.263130,71.488495,12,1720,19,0.218750,0.113281,15,0
LOG:0X55,2,0,42.489048,-76.263130,71.588493,12,1720,19,0.242187,0.042969,15,0
LOG:0X55,3,0,42.489048,-76.263130,71.688492,13,1793,19,0.226562,0.019531,15,0
LOG:0X55,4,0,42.489037,-76.263130,71.788490,13,1793,19,0.199219,0.035156,15,0
LOG:0X55,5,0,42.489029,-76.263115,71.888496,13,1793,19,0.113281,0.121094,15,0
LOG:0X55,6,0,42.489029,-76.263115,71.988495,13,1793,19,0.179687,0.132812,15,0
LOG:0X55,7,0,42.489021,-76.263115,72.088493,13,1879,19,0.195312,0.109375,15,0
LOG:0X55,8,0,42.489021,-76.263107,72.188492,14,1879,19,0.207031,0.019531,15,0
LOG:0X55,9,0,42.489014,-76.263107,72.288490,14,1879,19,0.218750,0.089844,15,0
LOG:0X55,10,0,42.489006,-76.263107,72.388496,14,1879,19,0.156250,0.023437,15,0
LOG:0X55,11,0,42.489006,-76.263100,72.488495,14,1978,19,0.148437,0.050781,15,0
LOG:0X55,12,0,42.488998,-76.263100,72.588493,14,1978,20,0.136719,0.117187,15,0
LOG:0X55,13,0,42.488991,-76.263100,72.688492,14,1978,20,0.070312,0.113281,15,0
LOG:0X55,14,0,42.488979,-76.263092,72.788490,15,1978,20,0.050781,0.089844,15,0
LOG:0X55,15,0,42.488979,-76.263092,72.888496,15,2001,20,0.066406,0.066406,15,0
LOG:0X55,16,0,42.488972,-76.263084,72.988495,15,2001,19,0.050781,0.074219,15,0
LOG:0X55,17,0,42.488964,-76.263084,73.088493,15,2001,19,0.050781,0.062500,15,0
LOG:0X55,18,0,42.488964,-76.263077,73.188492,15,2001,19,0.039062,0.121094,15,0
LOG:0X55,19,0,42.488956,-76.263077,73.288490,15,1860,19,0.042969,0.117187,15,0
LOG:0X55,20,0,42.488949,-76.263077,73.388496,15,1860,19,0.093750,0.121094,15,0
LOG:0X55,21,0,42.488941,-76.263069,73.488495,15,1860,19,0.007812,0.109375,15,0
LOG:0X55,22,0,42.488941,-76.263069,73.588493,16,1860,19,0.105469,0.089844,15,0
LOG:0X55,23,0,42.488934,-76.263062,73.688492,16,1533,19,0.167969,0.125000,15,0
LOG:0X55,24,0,42.488926,-76.263062,73.788490,16,1533,19,0.132812,0.113281,15,0
LOG:0X55,25,0,42.488914,-76.263062,73.888496,16,1533,19,0.011719,0.121094,15,0
LOG:0X55,26,0,42.488907,-76.263054,73.988495,16,1533,19,0.031250,0.140625,15,0
LOG:0X55,27,0,42.488907,-76.263054,74.088493,16,1563,19,0.015625,0.093750,15,0
LOG:0X55,28,0,42.488899,-76.263054,74.188492,17,1563,19,0.066406,0.097656,15,0
LOG:0X55,29,0,42.488892,-76.263046,74.288490,17,1563,19,0.082031,0.105469,15,0
LOG:0X55,30,0,42.488884,-76.263046,74.388496,17,1563,19,0.023437,0.089844,15,0
LOG:0X55,31,0,42.488884,-76.263046,74.488495,17,1614,19,0.085937,0.117187,15,0
LOG:0X55,32,0,42.488876,-76.263046,74.588493,17,1614,19,0.007812,0.097656,15,0
LOG:0X55,33,0,42.488869,-76.263039,74.688492,17,1614,19,0.066406,0.093750,15,0
LOG:0X55,34,0,42.488869,-76.263039,74.788490,17,1614,19,0.015625,0.078125,15,0
LOG:0X55,35,0,42.488857,-76.263039,74.888496,17,1651,19,0.140625,0.105469,15,0
LOG:0X55,36,0,42.488842,-76.263039,74.988495,18,1651,19,0.101562,0.074219,15,0
LOG:0X55,37,0,42.488842,-76.263039,75.088493,18,1651,19,0.003906,0.089844,15,0
LOG:0X55,38,0,42.488834,-76.263039,75.188492,18,1651,19,0.007812,0.109375,15,0
LOG:0X55,39,0,42.488819,-76.263031,75.288490,18,1665,19,0.042969,0.113281,15,0
LOG:0X55,40,0,42.488819,-76.263031,75.388496,18,1665,18,0.015625,0.105469,15,0
LOG:0X55,41,0,42.488819,-76.263031,75.488495,18,1665,18,0.027344,0.093750,15,0
LOG:0X55,42,0,42.488811,-76.263031,75.588493,19,1665,18,0.023437,0.078125,15,0
LOG:0X55,43,0,42.488804,-76.263031,75.688492,19,1638,18,0.046875,0.078125,15,0
LOG:0X55,44,0,42.488792,-76.263031,75.788490,19,1638,15,0.039062,0.062500,15,0
LOG:0X55,45,0,42.488785,-76.263023,75.888496,19,1638,15,0.058594,0.066406,15,0
LOG:0X55,46,0,42.488777,-76.263023,75.988495,19,1638,15,0.015625,0.050781,15,0
LOG:0X55,47,0,42.488770,-76.263023,76.088493,19,1557,15,0.003906,0.019531,15,0
LOG:0X55,48,0,42.488762,-76.263023,76.188492,19,1557,14,0.074219,0.035156,15,0
LOG:0X55,49,0,42.488754,-76.263023,76.288490,20,1557,14,0.035156,0.046875,15,0
LOG:0X55,50,0,42.488747,-76.263016,76.388496,20,1557,14,0.074219,0.023437,15,0
LOG:0X55,51,0,42.488735,-76.263016,76.488495,20,1535,14,0.050781,0.074219,15,0
LOG:0X55,52,0,42.488728,-76.263016,76.588493,20,1535,14,0.070312,0.054687,15,0
