GPS_Latitude,GPS_Longitude,Sections,GPS_Speed,Sebring Full Course
27.45484163,-81.35097616,,61.048481,
27.45482467,-81.35099663,,61.53812,
27.45480703,-81.3510166,,61.9184,
27.45478871,-81.35103606,,62.408039,
27.45476958,-81.35105483,,62.788319,
27.45474975,-81.351073,,63.281689,
27.45472951,-81.35109041,,63.715405,
27.45470848,-81.35110742,,64.209396,
27.45468687,-81.35112384,,64.644356,
27.4546646,-81.35113952,,65.079315,
27.45464181,-81.35115459,,65.511162,
27.45461859,-81.35116913,,65.883987,
27.45459498,-81.35118319,,66.256805,
27.45457102,-81.35119683,,66.623428,
27.45454668,-81.35121005,,66.878181,
27.45452206,-81.35122302,,67.247902,
27.4544972,-81.35123582,,67.558586,
27.45447213,-81.35124849,,67.872375,
27.45444711,-81.35126097,,68.241478,
27.45442159,-81.35127353,,68.616776,
27.45439589,-81.35128611,,69.051735,
27.45437004,-81.35129875,,69.489189,
27.45434404,-81.35131149,,69.981316,
27.45431794,-81.35132439,,70.356621,
27.45429173,-81.35133754,,70.79158,
27.45426546,-81.351351,,71.221565,
27.45423916,-81.35136478,,71.534744,
27.45421284,-81.35137891,,71.910049,
27.4541865,-81.35139342,,72.345001,
27.45416016,-81.35140845,,72.779961,
27.45413408,-81.35142377,,73.210579,
27.45410776,-81.35143967,,73.647408,
27.45408148,-81.35145601,,74.142632,
27.45405525,-81.35147281,,74.57946,
27.45402911,-81.35149017,,75.07283,
27.45400311,-81.35150801,,75.443787,
27.45397723,-81.35152629,,75.754471,
27.45395149,-81.351545,,76.063293,
27.45392589,-81.35156414,,76.309982,
27.45390047,-81.35158381,,76.498245,
27.45387518,-81.35160391,,76.746796,
27.45385002,-81.3516244,,76.997215,
27.45382522,-81.35164508,STOP,77.304787,
27.45380028,-81.35166636,,77.617966,
27.45377548,-81.35168814,,78.05043,
27.4537508,-81.35171032,,78.362366,
27.45372621,-81.35173288,,78.735191,
27.4537017,-81.35175581,,79.106766,
27.45367728,-81.35177912,,79.41497,
27.45365295,-81.3518029,,79.603867,
27.45362872,-81.3518271,,79.913315,
27.45360462,-81.3518517,,80.163094,
27.45358066,-81.3518767,,80.473785,
27.45355688,-81.35190213,,80.786957,
27.45353362,-81.35192786,,81.216949,
27.45351037,-81.35195429,,81.589149,
27.45348736,-81.35198115,,81.899834,
27.45346457,-81.35200844,,82.210518,
27.45344198,-81.35203613,,82.521828,
27.45341962,-81.35206433,,82.894653,
27.45339742,-81.35209295,,83.267471,
27.45337537,-81.35212196,,83.640915,
27.45335349,-81.35215136,,84.074631,
27.45333179,-81.35218117,,84.385315,
27.45331036,-81.35221151,,84.696625,
27.45328919,-81.35224229,,85.069458,
27.45326828,-81.3522735,,85.441643,
27.45324785,-81.35230482,,85.749229,
27.45322751,-81.35233689,,86.122055,
27.45320756,-81.35236951,,86.557014,
27.45318791,-81.35240253,,86.92984,
27.45316855,-81.35243591,,87.302658,
27.45314946,-81.35246965,,87.675484,
27.45313065,-81.35250372,,87.986168,
27.4531122,-81.3525382,,88.296852,
27.45309401,-81.35257299,,88.607536,
27.45307609,-81.35260809,,88.918221,
27.45305844,-81.35264348,,89.166771,
27.45304107,-81.35267918,,89.477455,
27.45302424,-81.35271492,,89.723518,
27.45300751,-81.35275131,,89.972069,
27.45299107,-81.352788,,90.220612,
27.45297491,-81.35282498,,90.469162,
27.45295903,-81.35286226,,90.779236,
27.45294352,-81.35289992,,91.028397,
27.45292828,-81.35293786,,91.338463,
27.45291332,-81.35297608,,91.587631,
27.45289864,-81.35301458,,91.836182,
27.45288425,-81.35305336,,92.146248,
27.45287026,-81.35309252,,92.395409,
27.45285659,-81.35313194,,92.705475,
27.45284336,-81.35317123,,92.952164,
27.45283032,-81.35321118,,93.200706,
27.45281763,-81.35325139,,93.449265,
27.4528054,-81.35329193,,93.697807,
27.45279354,-81.35333271,,93.94635,
27.45278205,-81.35337373,,94.13401,
27.45277094,-81.353415,,94.381317,
27.45276022,-81.35345651,,94.62986,
27.45275004,-81.35349833,,94.87841,
27.45274025,-81.35354037,,95.126961,
27.45273085,-81.35358261,,95.314621,
27.45272184,-81.35362504,,95.56192,
27.45271328,-81.35366721,,95.807983,
27.4527051,-81.35371,,95.996262,
27.45269724,-81.35375295,,96.182671,
27.45268971,-81.35379604,START:TURN 7,96.369087,
27.4526825,-81.35383928,,96.555496,
27.45267561,-81.35388271,,96.802185,
27.45266915,-81.35392638,,97.050728,
27.45266301,-81.35397023,,97.238998,
27.45265722,-81.35401427,,97.485695,
27.45265175,-81.35405847,,97.734238,
27.45264663,-81.35410282,,97.922516,
27.45264193,-81.35414733,,98.169197,
27.4526376,-81.35419147,,98.355614,
27.45263353,-81.35423612,,98.542023,
27.45262976,-81.35428084,,98.668777,
27.4526263,-81.35432563,,98.852707,
27.45262319,-81.3543705,,99.039124,
27.45262035,-81.35441545,,99.225525,
27.45261776,-81.35446047,,99.411942,
27.45261544,-81.35450558,,99.598351,
27.45261337,-81.35455076,,99.784767,
27.45261166,-81.35459571,,100.030823,
27.45261021,-81.35464098,,100.219727,
27.45260902,-81.35468643,,100.406136,
27.4526081,-81.35473196,,100.53289,
27.45260747,-81.35477711,,100.714951,
27.45260718,-81.35482282,,100.842339,
27.45260714,-81.3548686,,101.025642,
27.45260733,-81.35491446,,101.212051,
27.45260776,-81.35496038,,101.339439,
27.4526084,-81.35500637,,101.522736,
27.45260925,-81.35505243,,101.709145,
27.45261022,-81.35509855,,101.836533,
27.45261127,-81.35514471,,102.019829,
27.45261236,-81.35519091,,102.147217,
27.45261345,-81.35523714,,102.271492,
27.45261445,-81.3552834,,102.336739,
27.45261534,-81.35532922,,102.398247,
27.45261611,-81.35537555,,102.460388,
27.45261673,-81.35542192,,102.522522,
27.45261719,-81.35546836,,102.643066,
27.45261746,-81.3555149,,102.825752,
27.4526176,-81.35556154,,102.953751,
27.45261762,-81.35560827,,103.194847,
27.45261755,-81.35565509,,103.44339,
27.45261739,-81.35570201,,103.575127,
27.45261715,-81.35574901,,103.699409,
27.45261685,-81.35579608,,103.823677,
27.45261651,-81.3558432,,104.006363,
27.45261613,-81.35588991,,104.133118,
27.4526157,-81.35593715,,104.315186,
27.45261523,-81.35598448,,104.44381,
27.45261476,-81.35603189,,104.62587,
27.45261428,-81.35607938,,104.812271,
27.45261383,-81.35612696,,104.998688,
27.45261341,-81.35617465,,105.185104,
27.45261304,-81.35622246,,105.371513,
27.45261273,-81.35627037,,105.500137,
27.45261245,-81.35631834,,105.739983,
27.45261222,-81.35636637,,105.930748,
27.452612,-81.35641441,,106.001587,
27.45261181,-81.35646188,,106.177429,
27.45261161,-81.35650965,,106.020851,
27.45261142,-81.35655715,,105.662926,
27.45261123,-81.35660429,,105.175774,
27.45261104,-81.3566509,,104.392853,
27.45261088,-81.35669678,,103.242073,
27.45261072,-81.35674196,,102.004295,
27.45261058,-81.35678641,,100.418564,
27.45261044,-81.3568301,,98.631493,
27.45261028,-81.35687295,,97.058182,
27.45261011,-81.35691489,,95.218925,
27.4526099,-81.35695612,,93.526314,
27.45260967,-81.35699627,,91.978477,
27.45260941,-81.35703618,,90.481598,
27.45260914,-81.35707539,,88.933762,
27.45260886,-81.35711385,,87.436874,
27.4526086,-81.35715169,,85.945587,
27.45260836,-81.35718893,,84.454285,
27.45260814,-81.35722556,,83.019547,
27.45260794,-81.35726151,,81.533844,
27.45260775,-81.35729673,,79.986008,
27.45260756,-81.35733138,,78.489128,
27.45260733,-81.35736547,,77.054382,
27.45260706,-81.35739903,,75.68177,
27.45260672,-81.35743202,,74.3713,
27.45260627,-81.35746412,,73.191315,
27.45260573,-81.35749611,,72.066635,
27.45260509,-81.35752764,,71.004089,
27.45260436,-81.35755873,,70.003677,
27.45260356,-81.3575893,,68.897644,
27.45260273,-81.35761928,,67.891014,
27.45260194,-81.35764875,,66.729057,
27.45260122,-81.35767768,,65.4366,
27.4526006,-81.35770609,,64.075798,
27.45260015,-81.3577339,,62.820633,
27.45259994,-81.35776111,,61.466042,
27.45259996,-81.35778786,,60.266796,
27.45260023,-81.35781388,,59.263901,
27.45260079,-81.35783973,,58.269707,
27.45260171,-81.35786508,,57.220211,
27.45260305,-81.35788987,,56.329784,
27.45260479,-81.35791414,,55.293961,
27.45260695,-81.35793787,,54.127026,
27.45260956,-81.35796102,,52.891117,
27.45261273,-81.35798345,,51.703678,
27.45261649,-81.35800509,,50.301868,
27.45262079,-81.35802607,,49.03862,
27.45262562,-81.35804636,,47.851177,
27.452631,-81.35806596,,46.725872,
27.45263697,-81.35808458,,45.618591,
27.4526437,-81.35810255,,44.609482,
27.45265103,-81.35811979,,43.669968,
27.45265898,-81.35813628,,42.737911,
27.45266757,-81.35815201,,41.860538,
27.45267694,-81.35816681,,41.0453,
27.45268708,-81.35818064,,40.401558,
27.4526979,-81.3581936,,39.889545,
27.45270936,-81.35820568,,39.556492,
27.45272146,-81.35821686,,39.409847,
27.45273426,-81.35822694,,39.121532,
27.4527477,-81.35823587,,38.920208,
27.45276151,-81.35824372,,38.789719,
27.45277591,-81.35825063,,38.719505,
27.45279073,-81.35825649,,38.657368,
27.45280597,-81.35826108,,38.757408,
27.45282155,-81.3582644,,38.989799,
27.45283735,-81.35826662,,39.23835,
27.45285334,-81.35826775,,39.4869,
27.45286948,-81.35826779,,39.735447,
27.45288574,-81.35826661,,40.092113,
27.45290209,-81.35826429,,40.356819,
27.45291849,-81.35826106,,40.713486,
27.45293493,-81.35825696,,41.140369,
27.45295124,-81.35825211,,41.570976,
27.45296774,-81.35824634,,42.059376,
27.45298425,-81.35823978,,42.556473,
27.45300077,-81.35823257,,43.107006,
27.45301728,-81.35822475,,43.666241,
27.45303378,-81.35821636,,44.172039,
27.45305029,-81.35820734,,44.776012,
27.45306681,-81.35819778,,45.290504,
27.45308338,-81.35818783,,45.841042,
27.45310002,-81.35817753,,46.400276,
27.45311676,-81.35816694,,46.959511,
27.45313368,-81.3581561,,47.572186,
27.45315064,-81.35814521,,48.134521,
27.453168,-81.35813417,,48.746571,
27.45318561,-81.35812313,,49.367943,
27.45320351,-81.35811214,,49.989315,
27.45322177,-81.35810129,,50.557869,
27.45324041,-81.35809064,,51.169922,
27.45325938,-81.35808019,,51.738476,
27.45327868,-81.35806994,,52.244892,
27.4532983,-81.35805988,,52.794804,
27.45331829,-81.35805001,,53.354038,
27.45333859,-81.35804027,,53.860458,
27.45335914,-81.35803056,,54.410374,
27.45337991,-81.35802086,,54.969604,
27.45340066,-81.3580112,,55.523247,
27.45342182,-81.35800128,,56.082481,
27.45344313,-81.35799115,,56.693913,
27.45346457,-81.35798079,,57.263088,
27.45348612,-81.35797016,,57.822323,
27.45350778,-81.35795925,,58.433754,
27.45352956,-81.35794794,,59.002922,
27.45355145,-81.35793625,,59.614353,
27.45357343,-81.35792423,,60.183529,
27.45359551,-81.35791185,,60.742764,
27.45361769,-81.35789914,,61.301998,
27.45363998,-81.35788602,STOP,61.861237,
27.45366213,-81.35787265,,62.46645,
27.45368458,-81.35785882,,62.984673,
27.45370709,-81.35784466,,63.533344,
27.45372965,-81.35783015,,64.041008,
27.45375224,-81.3578152,,64.538101,
27.45377484,-81.35779984,,65.035194,
27.45379743,-81.35778409,,65.532295,
27.45381999,-81.35776793,,66.029388,
27.45384251,-81.35775136,,66.474915,
27.45386498,-81.35773424,,66.961449,
27.45388739,-81.35771664,,67.458542,
27.45390974,-81.3576986,,67.955643,
27.45393181,-81.3576803,,68.39682,
27.45395405,-81.35766139,,68.882729,
27.45397623,-81.35764195,,69.328873,
27.45399836,-81.35762205,,69.814781,
27.45402042,-81.35760174,,70.260933,
27.45404242,-81.35758102,,70.746841,
27.45406435,-81.35755991,,71.243942,
27.45408614,-81.35753832,,71.63913,
27.4541078,-81.35751632,,72.113861,
27.45412933,-81.35749396,,72.458099,
27.4541507,-81.35747126,,72.717827,
27.45417193,-81.35744822,,72.915428,
27.45419277,-81.35742499,,73.250961,
27.45421365,-81.35740115,,73.523125,
27.45423439,-81.35737694,,73.822006,
27.45425498,-81.35735236,,74.233353,
27.45427541,-81.35732738,,74.617981,
27.45429561,-81.35730188,,74.990807,
27.45431557,-81.35727592,,75.464294,
27.4543353,-81.35724953,,75.911057,
27.45435477,-81.35722271,,76.245361,
27.45437397,-81.35719548,,76.556046,
27.45439284,-81.35716773,,76.86673,
27.45441142,-81.35713955,,77.227737,
27.45442955,-81.35711127,,77.547127,
27.45444761,-81.35708232,,77.857819,
27.45446541,-81.35705299,,78.218208,
27.45448288,-81.35702318,,78.541321,
27.45450007,-81.35699297,,78.852005,
27.45451697,-81.35696238,,79.212402,
27.45453358,-81.35693141,,79.535515,
27.45454989,-81.35690006,,79.846207,
27.45456578,-81.35686823,,80.206596,
27.4545813,-81.35683599,,80.529709,
27.45459646,-81.35680337,,80.890106,
27.45461125,-81.35677039,,81.213219,
27.45462567,-81.35673703,,81.573616,
27.45463945,-81.35670356,,81.942703,
27.45465298,-81.3566694,,82.266441,
27.45466614,-81.35663491,,82.577126,
27.45467894,-81.35660012,,82.88781,
27.45469141,-81.35656503,,83.198494,
27.45470351,-81.3565296,,83.558273,
27.45471535,-81.35649392,,83.882011,
27.454727,-81.35645801,,84.192696,
27.45473849,-81.3564219,,84.50338,
27.45474985,-81.3563856,,84.814064,
27.45476114,-81.3563491,,85.124748,
27.45477241,-81.35631244,,85.435432,
27.45478359,-81.35627602,,85.743019,
27.45479492,-81.35623911,,86.053703,
27.45480631,-81.35620208,,86.412849,
27.45481779,-81.35616491,,86.737206,
27.45482936,-81.35612762,,87.096359,
27.45484103,-81.35609024,,87.420715,
27.45485279,-81.35605274,,87.7314,
27.45486465,-81.35601515,,87.993622,
27.45487667,-81.35597743,,88.290634,
27.45488883,-81.35593963,,88.601318,
27.45490114,-81.35590175,,88.863541,
27.45491364,-81.35586381,,89.160561,
27.45492619,-81.35582618,,89.46814,
27.45493915,-81.35578813,,89.778824,
27.45495234,-81.35575004,,90.089508,
27.45496575,-81.35571192,,90.400192,
27.45497939,-81.35567377,,90.710884,
27.45499327,-81.35563561,SPLIT:BACK SEGMENT,90.973717,
27.45500748,-81.35559743,,91.270111,
27.45502194,-81.35555925,,91.485107,
27.45503668,-81.35552106,,91.767212,
27.4550517,-81.35548289,,92.030045,
27.45506701,-81.35544474,,92.326439,
27.45508274,-81.35540666,,92.541435,
27.45509865,-81.35536903,,92.820435,
27.45511508,-81.35533112,,93.036667,
27.45513189,-81.35529333,,93.223083,
27.4551491,-81.35525568,,93.4095,
27.45516688,-81.35521825,,93.595901,
27.45518511,-81.35518102,,93.735092,
27.45520382,-81.355144,,93.906586,
27.455223,-81.3551072,,94.093002,
27.45524269,-81.35507065,,94.279411,
27.45526303,-81.35503447,,94.465828,
27.45528389,-81.35499858,,94.652237,
27.45530526,-81.354963,,94.791428,
27.45532693,-81.3549281,,94.914459,
